FORMULA,PROPERTY: YS (MPa)
Fe76Ni835Mo89,320.0
Fe76Ni835W89,305.0
V16Fe5Ni79,62.0
V19Fe28Ni153,462.0
V51Fe140Ni809,640.0
V7Fe10Ni83,486.0
V9Fe2Ni39,43.0
Fe18Ni7,333.0
Gd11AlFe8,222.0
Gd6AlFe2Co,222.0
GdZr5Cr4(Fe8B)10,360.0
Nb2(Fe5B)3,250.0
Nb2Fe1275(Co75B)3,440.0
Nb7Fe79B14,372.0
Zr11Fe81B8,348.0
Zr11Fe83B6,329.5
Zr11Fe85B4,311.0
Zr11Fe86B3,301.75
Zr3Fe42B5,392.0
Zr3Fe43B4,372.0
Zr3Fe44B3,332.0
Zr6Fe89B5,319.5
Zr7Fe6230(Ni1335B2)2,342.0
Zr9Fe81B10,382.0
Zr9Fe83B8,365.0
Zr9Fe85B6,333.0
Zr9Fe86B5,327.0
Zr9Fe87B4,311.0
Zr9Fe88B3,300.0
Gd5Fe4NiO14F,645.0
Nd5Fe4NiO14F,675.0
La5Fe4NiO14F,720.0
Ho5Fe4NiO14F,630.0
Dy5Fe4NiO14F,630.0
Yb5Fe4NiO14F,615.0
Er5Fe4NiO14F,620.0
Tm5Fe4NiO14F,615.0
Eu5Fe4NiO14F,645.0
Y5Fe4NiO14F,625.0
Sm5Fe4NiO14F,655.0
Tb5Fe4NiO14F,640.0
Pr5Fe4NiO14F,650.0
Ho5Fe4CuO14F,640.0
Gd5Fe4CuO14F,660.0
Sm5Fe4CuO14F,675.0
Ho5MnFe4O14F,615.0
Gd5MnFe4O14F,625.0
Er5MnFe4O14F,595.0
Y5MnFe4O14F,620.0
Tb5MnFe4O14F,565.0
GdCd,263.0
GdCd3,12.0
GdCd6,3.0
Cr4Cu2Se7Br,370.0
Cr4Cu2Se7Cl,385.0
Cr17In3(HgSe4)10,73.0
Cr19In(HgSe4)10,96.0
Cr9In(HgSe4)5,87.0
Cr11Co39S100,325.0
Cr13Co87S200,255.0
Cr27Co73S200,330.0
Cr31Co69S200,350.0
Cr39Co61S200,275.0
Cr4Co21S50,260.0
Cr9Co41S100,300.0
Cr9Co91S200,185.0
CrCo19S40,170.0
CrCo3S8,335.0
Er100Al197Ni3,22.0
Er10Al17Ni3,28.5
Er10Al19Ni,33.0
Er25(Al23Ni2)2,31.0
Gd20Al31Ni9,68.0
Ho20Al31Ni9,31.0
Dy25(Al2Ni23)2,42.0
Dy5Al9Ni,83.0
Er100Al17Ni183,30.0
Er10Al11Ni9,16.0
Er25(Al22Ni3)2,27.0
Gd100Al11Ni189,92.0
Ho100Al91Ni109,27.0
Ho25(Al2Ni23)2,30.0
Nd100Al173Ni27,25.0
Nd5(Al2Ni3)2,17.0
Nd5(AlNi4)2,16.0
Gd4DyNi10,75.0
Gd4HoNi10,70.0
Gd4HoNi25,35.0
Gd2Dy3Ni10,52.5
Gd2Dy3Ni25,31.5
Gd2Ho3Ni10,42.5
GdNi10,85.0
Nd2Gd3Ni10,65.0
NdNi2,16.0
V3Cr(CuS4)2,13.0
V3Cr13(CuS4)8,155.0
V3Cr5(CuS4)4,46.0
V5Cr11(CuS4)8,57.0
V5Cr3(CuS4)4,22.0
V7Cr(CuS4)4,8.0
VCr3(CuS4)2,75.0
VCr7(CuS4)4,267.0
VCrCuS4,33.0
Dy(HO)3,3.5
Ho(HO)3,2.55
LaCo13,1290.0
ThCo5,630.0
Y2Ni17,610.5
Lu2Ni17,601.0
Sm2Ni17,641.0
HoCoSi,14.5
SmScSi,270.0
SmScGe,270.0
GdTiSb,268.0
GdMnAl,274.0
TbAlFe,195.0
TmAlFe,38.0
LuAlFe,39.0
NdFeSi,25.0
SmFeSi,40.0
TbFeSi,117.5
TbCoGe,16.0
DyAlNi,39.0
ErAlNi,15.0
GdInNi,95.75
HoInNi,13.5
ErInNi,9.0
NdNiSb,23.0
TmAlCu,2.8
SmSiRu,65.0
GdSiRu,85.0
ErSiRu,8.0
SmGeRu,45.0
GdGeRu,72.0
TbGeRu,70.0
DyGeRu,26.0
HoGeRu,18.0
ErGeRu,8.0
PrAlRh,4.7
NdAlRh,10.5
GdAlRh,29.8
EuInRh,22.0
GdSiRh,100.0
TbSiRh,55.0
DySiRh,25.0
SmGeRh,56.0
PrSnRh,3.0
NdSnRh,10.3
SmSnRh,14.5
HoSnRh,6.2
EuGaPd,38.0
DyGaPd,20.0
PrInPd,11.2
SmInPd,54.0
CeSiPd,7.0
PrSiPd,5.0
YbSiPd,8.0
YbGePd,11.4
CeSbPd,16.5
PrSbPd,9.0
SmSbPd,3.0
GdGaAg,27.0
ErGaAg,3.0
NdSiAg,44.0
PrAlIr,8.5
NdAlIr,13.5
GdAlIr,67.0
DyAlIr,8.5
NdSiIr,10.0
NdAlPt,19.2
TbAlPt,43.0
EuGaPt,36.0
SmInPt,25.0
GdInPt,67.5
DyInPt,31.8
HoInPt,23.3
ErInPt,11.75
SmSiPt,15.0
GdSiPt,16.0
YbGePt,4.7
NdAlAu,10.0
EuGaAu,16.0
EuAsAu,8.0
SmAlNi,75.0
Co,1397.0
TbFe2,697.0
MnSb,593.5
Fe4N,767.0
SmCo5,1000.0
Nd2Fe14B,586.0
SrRuO3,162.0
Sr2FeMoO6,417.5
Fe,1040.0
Sm2Fe17N3,743.0
Dy,176.925
AmFe2,475.0
Fe13Co7,1210.0
Fe3C,483.0
FeNi4,843.0
FePd,749.0
MnNiSb,730.0
US,177.0
Y2Co17,1167.0
MnBi,633.0
MnAs,318.0
Sr2FeReO6,400.5
Ba2MnWO6,45.0
Ca2CrMoO6,148.0
Ca2CrReO6,360.0
Ca2CrWO6,161.0
Ca2MnWO6,45.0
Sr2MnWO6,40.0
Dy2CrSbO7,16.0
Er2CrSbO7,10.0
Eu2CrSbO7,4.0
Gd2CrSbO7,12.0
Nd2CrSbO7,8.0
Pr2CrSbO7,7.0
Sm2CrSbO7,12.0
Tb2CrSbO7,15.0
Tm2CrSbO7,6.0
Y2CrSbO7,15.0
Yb2CrSbO7,10.0
Ho2CrSbO7,10.0
BaSr3La6Mn10O30,358.0
Cr52(FeRh)625,484.0
Fe625Co52Rh625,480.0
Fe625Cu52Rh625,486.0
Fe625Mo52Rh625,771.0
Fe625Ni52Rh625,426.0
Fe625Rh625W52,1051.0
Nb52(FeRh)625,834.0
Ta52(FeRh)625,773.0
HoIr2,12.5
TbIr2,45.5
GdIr2,89.0
DyIr2,23.0
DyOs2,15.0
ErIr2,3.0
ErOs2,3.0
ErRu2,8.0
GdOs2,66.0
GdRu2,83.0
HoOs2,9.0
NdIr2,11.8
NdOs2,23.0
NdRu2,28.0
PrIr2,16.0
PrRu2,40.0
SmIr2,37.0
SmOs2,34.0
TbOs2,34.0
TmIr2,1.0
La(Dy2Ni5)2,18.75
La2Dy3Ni10,14.25
La3Dy7Ni20,16.4
LaDy9Ni20,19.95
La(Ho2Ni5)2,11.6
La(Tb2Ni5)2,32.1
La2Ho3Ni10,8.5
La3(DyNi5)2,10.1
La3(HoNi5)2,5.1
La3(TbNi5)2,18.0
La3Ho17Ni40,14.1
La3Tb7Ni20,29.3
La4DyNi10,6.2
La4TbNi10,8.0
La7Dy3Ni20,7.2
La7Tb3Ni20,13.2
LaDyNi4,12.2
LaHo9Ni20,15.1
LaTbNi4,24.2
V11Fe9Au80,20.0
V13Fe7Au80,75.0
V17Fe3Au80,59.0
V19FeAu80,50.0
V3FeAu16,70.0
Sr2CaLa7Mn10O30,333.0
Sr5CaLa14Mn20O60,342.5
La4Mn5AgO15,289.0
SrCaLa3Mn5O15,344.258
Ca3La7Mn10O30,250.5
Ca8La7Mn10O35,242.5
La9Mn10PbO30,162.0
Ca2La7Mn10PbO30,300.0
Ca3La6Mn10PbO30,291.0
SrLa4Mn5O15,309.0
Pr7Mn10(PbO10)3,211.0
Sr31La169Mn180(CuO30)20,266.0
La4Mn5PbO15,294.0
Ca3La5Nd2Mn10O30,260.0
Ca6La13NdMn18Cr2O60,222.5
Ca6La13NdMn20O60,248.5
Ba3La6NdMn10O30,285.0
Ba6La11Nd3Mn20O60,269.0
Ba6La13NdMn20O60,325.0
Ca33La62Mn100(BiO60)5,248.0
Ca3La6NdMn10O30,233.0
Ca6La11Nd3Mn20O60,224.0
Ca7La13Ti8Mn12O60,42.0
Ca7La8Mn10O35,168.0
K160La813Mn987O3000,338.0
K78La893Mn965O3000,230.0
La3Mn5Pb2O15,360.0
Li17La83Ti40Mn60O300,35.0
Li3La17Ti6Mn14O60,60.0
Li50La917Ti200Mn800O3000,77.0
Na3La37Mn40O120,195.0
Na72La898Mn971O3000,193.0
Na999La880Mn977O3000,220.0
NaLa9Mn10O30,218.0
Sr2PrNdMn4O12,170.0
Sr5Nd5Mn9CuO30,260.0
Sr7Ca3La30Mn40O120,330.0
SrCa5La14Mn20O60,275.0
SrCaLa6Mn8O24,282.0
HoAl2,29.5
ErAl2,11.85
ErNi2,6.7
TbNi2,36.5
DyCo3B2,22.0
DyEr3Al8,24.0
Er(SiRu)2,5.5
ErMn2,15.0
Gd100Si3Ge77,40.0
GdSiPd2,17.0
Pr(CoB)2,16.0
AlFe38Si4B7,717.0
Cr3Fe74CuSi13B9,588.0
CrFe38Si4B7,650.0
Fe38Si4B7Mo,663.0
Fe75Co2CuSi13B9,715.0
Fe76Co2Si13B9,670.0
Fe78Si13B9,650.0
Mn2Fe75CuSi13B9,647.0
Nb2Fe75CuSi13B9,636.0
Nb4Fe74Si13B9,568.0
V2Fe76Si13B9,625.0
Zr2CrFe74CuSi13B9,572.0
Zr2Fe74CoCuSi13B9,633.0
Zr2Fe76Si13B9,640.0
Co3Pt,1200.0
CrCoPt,500.0
FePt,750.0
Ba33La67Mn90(SnO30)10,325.0
Ba33La67Mn95(SnO60)5,340.0
La15Pr35(Fe43Si7)13,194.0
La35Ce15(Fe43Si7)13,188.0
Ce3Si11Pt23,0.44
La5Mn3Co2O15,217.0
Ba33La67Mn85(SnO20)15,288.0
Sr33La52Gd15Mn100O300,343.2
Sr33La57Gd10Mn100O300,358.4
Sr3La5Gd2Mn10O30,270.4
Mn5SiB2,480.0
DyNi2,21.2
Cr23Fe732Si33B55P87C70,592.0
Fe755Si33B55P87C70,643.0
Mn54Al4Ga2Fe7470Si270B4P27(C130S)9,651.0
PrAl2,34.0
EuCu3Pd2,14.5
EuCu4Pd,24.5
GdCu4Pd,110.0
NdCu4Pd,12.0
PrCu4Pd,4.0
SmCu4Pd,28.0
NdCu5,14.5
EuCu5,57.0
Gd105Al62Co33,95.0
Gd30Al7Co13,79.0
Gd33Er22(Al5Co4)5,52.0
Gd53Zr3(Al6Co5)4,93.0
U3Co4Ge7,21.0
Gd10Si3Sb5,271.0
Gd10Si5Sb3,227.0
Gd10Si7Sb,336.0
Gd5(SiSb)2,254.0
Gd5Si3Sb,164.0
Gd5SiSb3,295.0
Zn13Fe40Ni7O80,360.0
Zn3Fe10(NiO10)2,407.0
Zn3Fe20Ni7O40,664.0
Zn4Fe10CuO20,140.0
Mn102Ga133Ni265,306.0
Mn103Ga122Ni275,340.0
Mn243Ga262Ni495,358.0
La7Mn10(AgO10)3,300.0
La17Mn20(AgO20)3,268.25
La19Mn20AgO60,214.0
La3Mn4AgO12,306.0
La68Pr17Mn100(AgO20)15,216.0
U30Al17Ge33,52.0
U30Al23Ge27,70.0
U30Al7Ge43,29.0
U3Al2Ge3,67.0
U6AlGe9,28.0
ErGaFe,77.0
La10Fe107Co8Si15,285.0
La10Fe109(CoSi2)7,276.0
La10Fe110Co9Si11,294.0
La10Fe111Co5Si14,250.0
La10Fe111Co8Si11,282.0
La10Fe113Co3Si14,226.0
La10Fe115CoSi14,207.0
La125Fe1311(Co57Si100)2,317.0
La125Fe1368Co57Si200,253.0
La17Fe110(Co2Si3)4,271.0
La250Fe2856Co119Si275,243.0
La500Fe5593Co357Si550,272.5
La5Fe54Co4Si7,285.0
Pr3Y7Co50,913.9
PrY9Co50,925.8
PrYCo10,908.8
Ca5Ti3(FeO5)3,675.0
Ca5Ti3Fe2O15,590.0
Ca5Ti4FeO15,545.0
K3La16Mn20AgO60,330.0
KLa8Mn10AgO30,310.0
BaCa2La7Mn10O30,266.5
Ca15La14Pr11Mn40O120,215.0
Ca3La2Mn5O15,250.0
BaLa3(CoO3)4,200.0
NdFe2,568.0
Tb2MnNiO6,110.5
Dy2MnNiO6,93.0
Gd2MnNiO6,128.0
Pr2MnNiO6,212.0
Sm2MnNiO6,157.0
Y2MnNiO6,79.0
LaMn2PbO6,355.0
Sr3La5Nd2Mn10O30,307.0
Sr9Nd11Mn20O60,274.0
Mn100Fe100As53P47,293.0
Mn239Ga234Ni527,338.0
Mn247(Ga119Ni258)2,296.0
Mn247Ga244Ni509,272.0
Mn2Fe4SiGe,260.0
Zr7Fe88CuB4,290.0
Gd10Dy4Al6Co5,78.5
Gd11Al4Ni5,79.0
Cr2Fe20B3,328.0
Fe3BRu,255.0
Fe4B,650.0
Mn15Fe64Si10B11,309.0
Mn16Fe64B7P10C3,266.0
Nb5Cr8Fe70Cu(SiB3)4,285.0
Nb7Fe73B20,419.0
Ba33La67Mn93Sb7O300,296.0
MnCoGe,260.5
Mn10Co10Si3Ge7,365.0
Mn18Ni25Sn6Ge,310.0
Mn20Co20Ge20B,260.0
Mn23Al2(CoGe)25,300.8
Mn24Al(CoGe)25,276.6
Mn39Ni49Sb12,334.0
Mn47Al3(CoGe)50,286.6
Mn49Al(CoGe)50,270.5
Mn49Fe(CoGe)50,295.0
Mn73Cr27(CoGe)100,190.0
Zr7Cr910Fe7735Co455B2,320.0
Cr(Fe3Ni7)5,362.0
Cr(Fe4Ni)10,429.0
Cr(Fe9Ni)5,597.0
Cr(Fe9Ni2)5,494.0
Cr(FeNi4)10,524.0
Cr(FeNi9)5,648.0
Cr2(Fe17Ni6)5,337.0
Cr2(Fe19Ni2)5,626.0
CrFe10,988.0
CrFe12,977.0
CrFe15,947.0
CrFe20,908.0
CrFe25,875.0
CrFe5,1023.0
Fe50Ni,766.0
Zr13Fe770(Si11B20)7,653.0
Zr2Fe77Si5B16,619.0
Zr3Fe155Si11B31,636.0
Zr3Fe75(Si2B9)2,582.0
Zr3Fe77(SiB3)5,581.0
Zr5Fe154Si9B32,611.0
Sr12Ca4Nd24Mn39FeO120,231.0
Al2GaFe37Si2(BP3)2,628.0
Al4Ga5Fe71Si4(BP3)4,610.0
Al5Fe75B4P11C5,608.0
Al5Ga2Fe73B4P11C5,612.0
Al5Ga5Fe70B4P11C5,600.0
AlFe19SiBP3,623.0
Mn13Al20Fe27B40,220.0
Mn2Al5(Fe4B5)2,231.0
Mn4Al5(Fe3B5)2,188.0
Mn6Al5(Fe2B5)2,425.0
Mn8Al5(FeB5)2,490.0
MnAlFeB2,119.0
Zr2Fe22B,290.0
Zr7Fe91B2,250.0
Cr8Fe77B15,375.0
Mn3Fe13B4,340.0
Mn6Fe14B5,162.0
MnFe3B,210.0
MnFe7B2,438.0
Nb25(Fe19B6)24,559.0
Nb7(Fe28B3)3,299.0
Y10(ZrFe9)9,470.0
Y5Zr9Fe86,284.0
Zr2Fe17B,300.0
Zr5Fe43Sn2,300.0
Zr5Fe44Sn,290.0
Gd3HoAl8,139.6
GdHo3Al8,67.3
GdHoAl4,105.9
Dy20Co37Si3,164.0
Dy25(AlCo49)2,171.0
Dy25Fe3Co97,242.0
Dy5Co19Ge,173.0
Dy5GaCo19,195.0
Er10Co19Si,52.0
Er20Al3Co37,90.0
Er50Co97Ge3,47.0
Er50Ga3Co97,41.0
Er50In3Co97,51.0
Er5Co9Ni,13.0
Ho10AlCo19,110.0
Ho10Co19Si,100.0
Ho5Co9Ni,40.0
Ho5GaCo9,165.0
Gd2GaCo2,76.0
La2500Al2925(Fe23Co2)1183,303.0
La2Al4Fe22C,291.0
La5Fe54Si11,242.0
Mn50(AlGe9)3,292.0
Mn50(SnGe9)3,305.0
Pr2Fe17,286.0
Ba3La6EuMn10O30,312.0
Ba6La11Eu3Mn20O60,298.0
Ba6La13EuMn20O60,324.0
Pr2AlCo4,458.0
Pr2Co9Si,645.0
Sm12Al5Fe14,245.0
Gd6AlFe3,262.0
Fe13Co26Ni11,1000.0
Fe23Co65Ni12,749.0
Fe2Co2Ni,1090.0
Fe3Co2,1150.0
Fe3Co6Ni,1120.0
Fe4Co5Ni,798.0
Fe5Co4Ni,1100.0
Fe7Co10Ni3,1100.0
Fe7Co12Ni,1028.0
Fe7Co8Ni5,1130.0
Fe9Co10Ni,1100.0
Fe9Co8Ni3,1100.0
Sr3La7Mn6Cr4O30,242.0
Sr3La7Mn8Cr2O30,286.0
Sr6La14Mn19(CuO30)2,350.0
Gd17B3,292.9
Gd19B,292.85
Gd4B,292.75
Gd9B,292.75
CaLa4Mn5O15,202.338
Gd,293.0
Mn20Fe20As10P9,320.0
La10Al21Fe109,200.0
La10Al21Fe109N30,300.0
La4Al11Fe41,236.0
La4Ga11Fe41C4,407.0
La5Al9Fe56,169.0
Co40Si3B7,351.0
Cr3Co37Si3B7,458.0
Cr4Co36Si3B7,483.0
Cr4Fe71B5Mo4P11C5,399.0
Cr4Ga4Fe50Co8Ni8B5Mo4P12C5,453.0
Cr4Ga4Fe62Co5B5Mo4P11C5,444.0
Cr4Ga4Fe65B5Sb2Mo4P11C5,457.0
Fe175Co10B11Mo10(P3C)11,506.0
Fe185B11Mo10(P3C)11,471.0
Ga5Fe170Co10B11Mo10(P3C)11,514.0
Nd2(Fe7Mo)3,477.4
Nd2ZrFe21Mo2,495.3
Nd4ZrFe42Mo5,486.3
Pr2Nd2Zr3(Fe13Mo2)3,404.0
Pr2Nd2ZrFe41Mo6,436.3
PrNd(Fe7Mo)3,467.5
PrNdZr2Fe19Mo3,404.3
Ca3La5Mn10(BiO15)2,95.0
Ca3LaPr6Mn10O30,94.0
Ca3LaPr6Mn7(FeO10)3,59.0
Ca3LaPr6Mn8(FeO15)2,60.0
Ca3LaPr6Mn9FeO30,65.0
Tb3CoNi,97.0
Dy3CoNi,53.0
Ho3CoNi,27.0
Er3CoNi,13.0
Tm3CoNi,7.0
MnCo2Sn,823.0
MnGaCo2,694.0
Mn5Co10SnSb4,645.0
MnCo2Ge,894.0
MnCo2Sb,600.0
Sr33Ce67Mn100O300,43.0
Sr6La13EuMn17Cr3O60,278.0
Ca3La7TiMn9O30,90.0
Ca6La14TiMn19O60,136.0
La50Mn50O157,141.0
Ba6La15NdMn20O60,325.0
Ca3La2Pr5Mn10O30,110.0
Ca3La3Pr4Mn10O30,139.5
DyAlFe,128.0
Er2CdCu2,36.0
Gd(CoB)2,25.0
Gd2Co2Ge,143.0
Gd2CdCu2,120.0
Gd5BiIr2,119.0
Tm2InCu2,39.4
BaCaLa3Mn5O15,302.0
Ce2Co17,698.0
Ce2TiCo16,535.0
La2TiCo16,609.0
LaCeTiCo16,566.0
CaLa7Mn10(PbO15)2,332.0
Ca2La14Mn18AlSn(PbO15)4,295.0
Ca4La28Mn34Al3Sn3(PbO15)8,290.0
Ca4La28Mn38AlSn(PbO15)8,300.0
Ba2La7NdMn10O30,257.0
Ba5La14NdMn20O60,293.0
Dy2Al3Co,33.0
Dy3Al2,94.0
DyAlCo,37.0
Gd2Al3Co,70.0
Gd2Ga3Co,50.0
Gd2Si3Ni,16.0
Ho2Al3Co,20.0
Tb2Al3Co,47.0
Sr12Ca4La24Mn39FeO120,304.762
NaSr5La14Mn20O60,363.65
Ba33Pr67Mn95(FeO60)5,128.0
Na100La400Mn47(BiO50)30,310.0
Na200La800Mn97(BiO100)30,320.0
NaSr5La14Ti4Mn16O60,125.0
TiCo2Ge,385.5
Ti2Fe3(Co2Ge)5,720.0
Ti3Fe2(Co2Ge)5,640.0
Ti4Fe(Co2Ge)5,447.0
TiFe4(Co2Ge)5,840.0
Fe383Co6694Si1459Ni144B1151Mo169,495.0
Fe4742Si1100Ni2660B1299C199,642.4
Fe589Co147(Si17B27)6,765.8
Fe61Co570Si110Ni100B159,645.8
Nb31Fe708Cu10Si145B106,581.4
Co17Ni83,842.0
CoNi9,760.0
Fe17Ni83,828.0
Fe3Ni17,804.0
Fe8Co90Ni83,858.0
FeNi9,760.0
La20Mn8Al6Fe11Co4Ni71,100.0
La20Mn8Al6Fe7Co8Ni71,67.0
Cr3Fe157Si40,849.0
Fe4Si,865.5
Nb3Fe157Si40,870.0
Nb3Fe77Si20,867.0
NbFe159Si40,863.0
NbFe39Si10,867.0
NbFe7Si2,893.0
HoNi2,15.0
Y(Ho2Ni5)2,9.6
Y3(HoNi5)2,4.65
YHoNi4,5.75
Ho(Lu2Ni5)2,4.5
Ho2Lu3Ni10,6.3
Ho3(LuNi5)2,7.85
Ho4LuNi10,11.0
Ho2Sc3Ni10,6.5
Ho3(ScNi5)2,8.8
Ho4ScNi10,11.8
La(Ho30Ni)5,8.5
Y3Ho7Ni20,8.0
YHo9Ni20,14.2
YCo3,300.0
NdCo3,395.0
PrCo3,349.0
Lu100Fe800Si50H79,438.0
Lu10Fe85H4,290.0
Lu200Fe1600Si100H81,413.0
Lu2Fe15Si2,460.0
Lu2Fe16Si,401.0
Lu50Fe375(Si25H13)2,471.0
GdScGe,348.0
GdTiGe,375.5
Gd10Sc3Ti7Ge10,338.0
Gd20Sc3Ti17Ge20,360.0
Gd2ScTiGe2,330.0
Gd5Sc2Ti3Ge5,335.0
Gd5Sc3Ti2Ge5,329.0
Gd5Sc4TiGe5,325.0
Gd5ScTi4Ge5,347.0
Gd2Dy3(SiGe)2,111.0
Gd3Dy7(SiGe)4,80.0
Gd5Dy5(SiGe)4,141.0
Gd7Dy3(SiGe)4,201.0
MnCo2Cu8Sb,350.7
MnCo3Cu7Sb,391.3
MnCo5Cu5Sb,425.0
MnCo6Cu4Sb,455.5
MnCo7Cu3Sb,457.0
MnCo8Cu2Sb,460.5
MnCo9CuSb,472.6
MnCoCu9Sb,300.0
MnCoSb,526.0
DyCu4Ag,25.0
HoCu4Ag,20.0
ErCu4Ag,8.0
GdCu4Ag,10.0
Gd5Cr4Fe35B6,405.0
Gd5Cr8(Fe25B4)3,400.0
GdCr8Fe79B12,355.0
Nb5Cr7Fe71Si4AgB12,300.0
Zr6Fe87CuB6,300.0
Zr9Fe75Cu(NiB2)5,408.0
Zr9Fe77CuNi3B10,385.0
Zr9Fe80CuB10,356.0
Zr9Ta3Fe77CuB10,336.0
Zr9Ta5Fe75CuB10,313.0
Ca33La67Mn95(FeO60)5,160.0
Ba3La6PrMn9NiO30,162.0
Ca6Pr14Mn19CrO60,139.7
Ca6Pr14Mn19FeO60,89.95
Sr6La14Mn19CoO60,300.0
Zn3Fe10(CuO10)2,339.0
Zn3Fe8NiO16,277.6
Ti(Fe7O10)2,602.0
Zn2Fe10Cu2NiO20,565.0
Zn50Fe701,763.5
ZnFe10Cu2(NiO10)2,705.0
ZnFe8Ni3O16,729.5
Ba22Sr11La67Ti10Mn90O300,289.0
Sr3La7TiMn2O30,236.0
Sr6La14TiMn5O60,307.0
Ca33La60Y7Mn100O300,245.0
Ba2CrMoO6,322.5
Ba10Cr5Mo4WO30,308.0
Ba4Cr2MoWO12,285.0
Sr15La7Nd28Mn50O150,268.0
Sr40Fe20Mo13W7O120,404.0
Dy(Sc2Ni5)2,4.5
Dy3(ScNi5)2,13.35
Dy3Sc7Ni20,5.05
Dy4ScNi10,17.35
Dy7Sc3Ni20,16.3
Dy9ScNi20,19.85
DyScNi4,10.5
Sr9Pr11Mn20O60,290.5
SrPrMn2O6,255.0
Sr37Pr63Mn100O300,301.0
